id,buggy,fixed,pair,label
patch3-Chart-1-Cardumen.patch,if (dataset != null) {,if ((org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.this.legendItemToolTipGenerator) instanceof org.jfree.chart.util.PublicCloneable) {,if (dataset != null) {<EOS>if ((org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.this.legendItemToolTipGenerator) instanceof org.jfree.chart.util.PublicCloneable) {,1
patch4-Chart-1-Cardumen.patch,if (dataset != null) {,if ((columnCount) < (org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.this.rowCount)) {,if (dataset != null) {<EOS>if ((columnCount) < (org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.this.rowCount)) {,1
patch1-Chart-4-Cardumen.patch,Collection c = r.getAnnotations();,java.util.Collection c = java.util.Collections.unmodifiableCollection(annotations);,Collection c = r.getAnnotations();<EOS>java.util.Collection c = java.util.Collections.unmodifiableCollection(annotations);,1
patch5-Chart-5-Cardumen.patch,if (getItemCount() > this.maximumItemCount) {,if (autoSort = false) {,if (getItemCount() > this.maximumItemCount) {<EOS>if (autoSort = false) {,1
patch1-Chart-5-Cardumen.patch,if (this.autoSort) {,if ((((maximumItemCount) < 1) || ((index < 1) && ((maximumItemCount) < 5))) || ((maximumItemCount) < (4 - index))) {,if (this.autoSort) {<EOS>if ((((maximumItemCount) < 1) || ((index < 1) && ((maximumItemCount) < 5))) || ((maximumItemCount) < (4 - index))) {,1
patch2-Chart-5-Cardumen.patch,if (this.autoSort) {,if (!(allowDuplicateXValues)) {,if (this.autoSort) {<EOS>if (!(allowDuplicateXValues)) {,1
patch3-Chart-5-Cardumen.patch,if (this.autoSort) {,if (index >= 1) {,if (this.autoSort) {<EOS>if (index >= 1) {,1
patch4-Chart-5-Cardumen.patch,if (this.autoSort) {,if ((data) instanceof org.jfree.chart.annotations.CategoryLineAnnotation) {,if (this.autoSort) {<EOS>if ((data) instanceof org.jfree.chart.annotations.CategoryLineAnnotation) {,1
patch5-Chart-5-Cardumen.patch,if (getItemCount() > this.maximumItemCount) {,if (autoSort = false) {,if (getItemCount() > this.maximumItemCount) {<EOS>if (autoSort = false) {,1
patch1-Chart-6-Cardumen.patch,"set(index, shape);","super.set(org.jfree.chart.util.AbstractObjectList.DEFAULT_INITIAL_CAPACITY, shape);","set(index, shape);<EOS>super.set(org.jfree.chart.util.AbstractObjectList.DEFAULT_INITIAL_CAPACITY, shape);",1
patch2-Chart-1-Cardumen.patch,if (dataset != null) {,if ((org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.this.baseItemLabelGenerator) != null) {,if (dataset != null) {<EOS>if ((org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.this.baseItemLabelGenerator) != null) {,1
patch1-Chart-12-Cardumen.patch,return list.contains(listener);,return !(listener instanceof org.jfree.data.general.Series);,return list.contains(listener);<EOS>return !(listener instanceof org.jfree.data.general.Series);,1
patch1-Chart-13-Cardumen.patch,if (this.leftBlock != null) {,if (container instanceof org.jfree.chart.block.EntityBlockParams) {,if (this.leftBlock != null) {<EOS>if (container instanceof org.jfree.chart.block.EntityBlockParams) {,1
patch2-Chart-13-Cardumen.patch,if (this.leftBlock != null) {,if (g2 == null) {,if (this.leftBlock != null) {<EOS>if (g2 == null) {,1
patch3-Chart-13-Cardumen.patch,if (this.rightBlock != null) {,if ((bottomBlock) instanceof org.jfree.chart.block.EntityBlockParams) {,if (this.rightBlock != null) {<EOS>if ((bottomBlock) instanceof org.jfree.chart.block.EntityBlockParams) {,1
patch4-Chart-13-Cardumen.patch,if (this.rightBlock != null) {,if (constraint == null) {,if (this.rightBlock != null) {<EOS>if (constraint == null) {,1
patch1-Chart-15-Cardumen.patch,"this.plot.draw(g2, plotArea, anchor, null, plotInfo);",setNotify(false);,"this.plot.draw(g2, plotArea, anchor, null, plotInfo);<EOS>setNotify(false);",1
patch2-Chart-15-Cardumen.patch,"this.plot.draw(g2, plotArea, anchor, null, plotInfo);",subtitles.clear();,"this.plot.draw(g2, plotArea, anchor, null, plotInfo);<EOS>subtitles.clear();",1
patch3-Chart-15-Cardumen.patch,"this.plot.draw(g2, plotArea, anchor, null, plotInfo);",g2.addRenderingHints(renderingHints);,"this.plot.draw(g2, plotArea, anchor, null, plotInfo);<EOS>g2.addRenderingHints(renderingHints);",1
patch4-Chart-15-Cardumen.patch,"this.plot.draw(g2, plotArea, anchor, null, plotInfo);",fireChartChanged();,"this.plot.draw(g2, plotArea, anchor, null, plotInfo);<EOS>fireChartChanged();",1
patch5-Chart-15-Cardumen.patch,"this.plot.draw(g2, plotArea, anchor, null, plotInfo);","notifyListeners(new org.jfree.chart.event.ChartProgressEvent(org.jfree.chart.JFreeChart.this, org.jfree.chart.JFreeChart.this, org.jfree.chart.event.ChartProgressEvent.DRAWING_FINISHED, 100));","this.plot.draw(g2, plotArea, anchor, null, plotInfo);<EOS>notifyListeners(new org.jfree.chart.event.ChartProgressEvent(org.jfree.chart.JFreeChart.this, org.jfree.chart.JFreeChart.this, org.jfree.chart.event.ChartProgressEvent.DRAWING_FINISHED, 100));",1
patch1-Chart-17-Cardumen.patch,if (end < start) {,if ((end == (start - 1)) && (start != 0)) {,if (end < start) {<EOS>if ((end == (start - 1)) && (start != 0)) {,1
patch2-Chart-25-Cardumen.patch,"if (dataset.getValue(r, c) != null) {",if (rowCount < rowCount) {,"if (dataset.getValue(r, c) != null) {<EOS>if (rowCount < rowCount) {",1
patch4-Chart-25-Cardumen.patch,return false;,return true;,return false;<EOS>return true;,1
patch5-Chart-25-Cardumen.patch,if (columnKey != null) {,if (rowData == null) {,if (columnKey != null) {<EOS>if (rowData == null) {,1
patch-Chart-10-reference.patch,"return "" title=\"""" + toolTipText","return "" title=\"""" + ImageMapUtilities.htmlEscape(toolTipText)","return "" title=\"""" + toolTipText<EOS>return "" title=\"""" + ImageMapUtilities.htmlEscape(toolTipText)",0
patch-Chart-12-reference.patch, this.dataset = dataset;, setDataset(dataset);, this.dataset = dataset;<EOS> setDataset(dataset);,0
patch-Chart-13-reference.patch,"new Range(0.0, constraint.getWidth() - w[2])","new Range(0.0, Math.max(constraint.getWidth() - w[2], 0.0))","new Range(0.0, constraint.getWidth() - w[2])<EOS>new Range(0.0, Math.max(constraint.getWidth() - w[2], 0.0))",0
patch1-Chart-5-Nopol2015.patch,if (this.autoSort) {,if (!(org.jfree.data.xy.XYSeries.this.allowDuplicateXValues)) {,if (this.autoSort) {<EOS>if (!(org.jfree.data.xy.XYSeries.this.allowDuplicateXValues)) {,1
patch1-Chart-7-SimFix.patch,long s = getDataItem(this.minMiddleIndex).getPeriod().getStart(),long s = getDataItem(this.maxMiddleIndex).getPeriod().getStart(),long s = getDataItem(this.minMiddleIndex).getPeriod().getStart()<EOS>long s = getDataItem(this.maxMiddleIndex).getPeriod().getStart(),0
patch1-Chart-24-ssFix.patch," v = Math.min(v, this.upperBound);","value = Math.min(v, this.upperBound);"," v = Math.min(v, this.upperBound);<EOS>value = Math.min(v, this.upperBound);",0
patch1-Chart-12-Arja-plausible.patch,this.pieChart.setTitle(seriesTitle);,if (dataset != null) {setDatasetGroup(dataset.getGroup());dataset.addChangeListener(this);},this.pieChart.setTitle(seriesTitle);<EOS>if (dataset != null) {setDatasetGroup(dataset.getGroup());dataset.addChangeListener(this);},1
patch3-Chart-1-Arja-plausible.patch,return result;,this.rowCount=dataset.getRowCount();,return result;<EOS>this.rowCount=dataset.getRowCount();,1
patch3-Chart-12-Arja-plausible.patch,this.dataExtractOrder = TableOrder.BY_COLUMN;, setDataset(dataset);,this.dataExtractOrder = TableOrder.BY_COLUMN;<EOS> setDataset(dataset);,1
patch4-Chart-1-Arja-plausible.patch,return result;,this.backgroundAnnotations=new ArrayList();,return result;<EOS>this.backgroundAnnotations=new ArrayList();,1
patch4-Chart-25-Arja-plausible.patch,result = masd.getMean();,this.maximumRangeValueIncStdDev=Double.NaN;,result = masd.getMean();<EOS>this.maximumRangeValueIncStdDev=Double.NaN;,1
patch5-Chart-25-Arja-plausible.patch,if (masd != null) { result = masd.getMean();},this.minimumRangeValue=Double.NaN;,if (masd != null) { result = masd.getMean();}<EOS>this.minimumRangeValue=Double.NaN;,1
patch1-Chart-1-DeepRepair.patch,if (dataset != null) {,if((org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.this.plot) == null){,if (dataset != null) {<EOS>if((org.jfree.chart.renderer.category.AbstractCategoryItemRenderer.this.plot) == null){,1
patch1-Chart-1-Jaid-plausible.patch,if (dataset != null) {,if ((index > dataset.getRowCount()) != false && dataset != null) {,if (dataset != null) {<EOS>if ((index > dataset.getRowCount()) != false && dataset != null) {,1
patch2-Chart-26-Jaid-plausible.patch,if (plotState != null && hotspot != null) {,if ((hotspot != null && plotState != null) != true && plotState != null && hotspot != null) {,if (plotState != null && hotspot != null) {<EOS>if ((hotspot != null && plotState != null) != true && plotState != null && hotspot != null) {,1
patch1-Chart-7-jMutRepair.patch,if (this.minMiddleIndex >= 0) {,if (this.minMiddleIndex == 0) {,if (this.minMiddleIndex >= 0) {<EOS>if (this.minMiddleIndex == 0) {,1
patch1-Chart-26-jMutRepair.patch,if (b1 || b2) {,if (!b1 || b2) {,if (b1 || b2) {<EOS>if (!b1 || b2) {,1
patch4-Chart-26-jMutRepair.patch,"if ((label == null) || (label.equals(""""))) {","if ((label != null) || (label.equals(""""))) {","if ((label == null) || (label.equals(""""))) {<EOS>if ((label != null) || (label.equals(""""))) {",1
patch3-Chart-26-jMutRepair.patch,if (b1 || b2) {,if (!(b1 || b2)) {,if (b1 || b2) {<EOS>if (!(b1 || b2)) {,0
patch2-Chart-1-jMutRepair.patch,if (dataset != null) {,if (!(dataset != null)) {,if (dataset != null) {<EOS>if (!(dataset != null)) {,0
patch2-Chart-26-jMutRepair.patch,if (b1 || b2) {,if (b1 || !b2) {,if (b1 || b2) {<EOS>if (b1 || !b2) {,0
patch5-Chart-26-jMutRepair.patch,"if ((label == null) || (label.equals(""""))) {"," if (!(label == null) || (label.equals(""""))) {","if ((label == null) || (label.equals(""""))) {<EOS> if (!(label == null) || (label.equals(""""))) {",1
patch2-Chart-1-3sfix.patch,if (dataset != null) {,if((dataset!=null)&&(index!=0)){,if (dataset != null) {<EOS>if((dataset!=null)&&(index!=0)){,1
patch3-Chart-1-3sfix.patch,if (dataset != null) {,if((dataset!=null)&&(!(dataset.equals(dataset)))){,if (dataset != null) {<EOS>if((dataset!=null)&&(!(dataset.equals(dataset)))){,1
patch4-Chart-1-3sfix.patch,if (dataset != null) {,if((dataset!=null)&&(index> 0)){,if (dataset != null) {<EOS>if((dataset!=null)&&(index> 0)){,1
patch-Chart-16-reference.patch,this.seriesKeys = null;,this.seriesKeys = new Comparable[0];,this.seriesKeys = null;<EOS>this.seriesKeys = new Comparable[0];,0
